id	name	label	resource	description	synonyms	pmids	taxid	xrefs	raw_id
MONDO:0005141	Pseudomonas infection	Disease	MONDO	Infections with bacteria of the genus pseudomonas. [MESH:D011552]	Pseudomonas disease or disorder|Pseudomonas infectious disease|Pseudomonas caused disease or disorder			SCTID:63398001|EFO:0001076|ICD9:041.7|ICD-9:041.7|MESH:D011552	MONDO:0005141
MONDO:0014613	pulmonary fibrosis and/or bone marrow failure, Telomere-related, 3	Disease	MONDO	Any pulmonary fibrosis and/or bone marrow failure, Telomere-related in which the cause of the disease is a mutation in the RTEL1 gene. [MONDO:patterns/disease_series_by_gene]	RTEL1 pulmonary fibrosis and/or bone marrow failure, Telomere-related|pulmonary fibrosis and/or bone marrow failure, Telomere-related, 3|PFBMFT3|pulmonary fibrosis and/or bone marrow failure, Telomere-related, type 3|pulmonary fibrosis and/or bone marrow failure, TELOMERE-RELATED, 3|pulmonary fibrosis and/or bone marrow failure, Telomere-related caused by mutation in RTEL1			OMIM:616373|UMLS:C4225346	MONDO:0014613
MONDO:0014443	Bardet-Biedl syndrome 15	Disease	MONDO	Any Bardet-Biedl syndrome in which the cause of the disease is a mutation in the WDPCP gene. [MONDO:patterns/disease_series_by_gene]	BBS15|Bardet-Biedl syndrome type 15|Bardet-Biedl syndrome caused by mutation in WDPCP|Bardet-Biedl syndrome 15|WDPCP Bardet-Biedl syndrome			DOID:0110137|UMLS:C3150127|OMIM:615992	MONDO:0014443
MONDO:0005311	atherosclerosis	Disease	MONDO	Build-up of fatty material and calcium deposition in the arterial wall resulting in partial or complete occlusion of the arterial lumen. [NCIT:C35768]	atherosclerosis artery|atherosclerotic cardiovascular disease|atherosclerosis of artery			NCIT:C35768|DOID:1936|MESH:D050197|ICD10CM:I70|ICD9:440.8|ICD-9:440|SCTID:441574008|NCIT:C35771|ICD9:440|EFO:0003914|ICD-9:440.8	MONDO:0005311
MONDO:0006241	hepatic granuloma	Disease	MONDO	A granuloma located in the liver. [NCIT:P378]				ICD9:572.8|EFO:1000291|UMLS:C0745754|SCTID:714253009|ICD-9:572.8	MONDO:0006241
MONDO:0006411	sinonasal undifferentiated carcinoma	Disease	MONDO	A rare, highly aggressive carcinoma that arises from the sinonasal tract. It is characterized by the presence of small to medium size malignant cells. The prognosis is poor. [NCIT:C54294]	Sinonasal anaplastic carcinoma|sinonasal undifferentiated carcinoma|SNUC|undifferentiated Sinonasal cancer|highly aggressive undifferentiated carcinoma of the nasal cavity and paranasal sinuses			UMLS:C1710096|ONCOTREE:SNUC|MESH:C537344|DOID:0080799|EFO:1000527|SCTID:697993003|GARD:0009249|NCIT:C54294	MONDO:0006411
MONDO:0004893	hypertropia	Disease	MONDO	Vertical strabismus in which there is permanent upward deviation of the visual axis of one eye. [NCIT:P378]				DOID:9837|ICD-9:378.31|ICD9:378.31|SCTID:40608009|UMLS:C0020575|NCIT:C34716	MONDO:0004893
MONDO:0010851	Lowry-MacLean syndrome	Disease	MONDO	Lowry-MacLean syndrome is a very rare syndrome characterized by microcephaly, craniosynostosis, glaucoma, growth failure and visceral malformations. [Orphanet:2409]	Lowry MacLean syndrome|mental retardation, cleft palate, eventration of diaphragm, congenital heart defect, glaucoma, craniosynostosis and growth failure|intellectual disability, cleft palate, eventration of diaphragm, congenital heart defect, glaucoma, craniosynostosis and growth failure|Lowry-MacLean syndrome			SCTID:721974000|MESH:C537037|ORDO:2409|GARD:0003300|OMIM:600252|Orphanet:2409|UMLS:C0796020	MONDO:0010851
MONDO:0011135	superior transverse scapular ligament, calcification of, familial	Disease	MONDO		superior transverse scapular ligament, calcification of, familial			MESH:C566638|UMLS:C1866424|OMIM:601708	MONDO:0011135
MONDO:0011305	cerebral cavernous malformation 3	Disease	MONDO	Any familial cerebral cavernous malformation in which the cause of the disease is a mutation in the PDCD10 gene. [MONDO:patterns/disease_series_by_gene]	cerebral cavernous malformation type 3|cerebral cavernous malformations type 3|PDCD10 familial cerebral cavernous malformation|CCM3|cerebral cavernous malformations-3|familial cerebral cavernous malformation caused by mutation in PDCD10|cerebral cavernous malformations 3|cerebral cavernous malformation 3			DOID:0060671|MESH:C566393|UMLS:C1864040|OMIM:603285	MONDO:0011305
MONDO:0056819	nasal cavity and paranasal sinus carcinoma	Disease	MONDO	A carcinoma arising from the nasal cavity or paranasal sinuses. [NCIT:C54293]	nasal cavity and paranasal sinus cancer|sinonasal carcinoma|nasal cavity and paranasal sinus carcinoma|paranasal sinus and nasal cavity cancer			NCIT:C54293|GARD:0007650|UMLS:C1710095	MONDO:0056819
MONDO:0020446	coronary sinus stenosis	Disease	MONDO					ORDO:99117|Orphanet:99117	MONDO:0020446
MONDO:0036688	rhabdomyoma	Disease	MONDO	A benign mesenchymal tumor arising from skeletal or cardiac muscle. [NCIT:C3358]	rhabdomyoma, benign|Rhabdomyomatous neoplasm|rhabdomyoma			MESH:D012207|SCTID:402877008|UMLS:C0035411|ICDO:8900/0|NCIT:C3358	MONDO:0036688
MONDO:0012405	polyposis syndrome, hereditary mixed, 2	Disease	MONDO	Any hereditary mixed polyposis syndrome in which the cause of the disease is a mutation in the BMPR1A gene. [MONDO:patterns/disease_series_by_gene]	polyposis syndrome, hereditary mixed, type 2|HMPS2|polyposis syndrome, hereditary mixed, 2|hereditary mixed polyposis syndrome caused by mutation in BMPR1A|BMPR1A hereditary mixed polyposis syndrome			MESH:C566451|OMIM:610069|UMLS:C1864730|DOID:0111686	MONDO:0012405
MONDO:0017106	retrocerebellar cyst	Disease	MONDO		retrocerebellar cyst (disease)|Retrocerebellar cyst|Retrocerebellar arachnoid cyst			ORDO:269200|HP:HP:0006951|HP:0006951|Orphanet:269200	MONDO:0017106
MONDO:0021546	ependymal tumor of spinal cord	Disease	MONDO	An ependymal tumor that arises from the spinal cord. [NCIT:C131526]	spinal cord ependymal tumor|ependymal tumor of spinal cord			UMLS:C4318747|NCIT:C131526	MONDO:0021546
MONDO:0002685	childhood choroid plexus carcinoma	Disease	MONDO	A choroid plexus carcinoma that occurs during childhood. [NCIT:C124292]	choroid plexus carcinoma of childhood|childhood choroid plexus neoplasm|childhood choroid plexus cancer|childhood choroid plexus carcinoma|pediatric choroid plexus carcinoma			DOID:3545|UMLS:C0280623|NCIT:C124292	MONDO:0002685
MONDO:0012235	autosomal recessive spinocerebellar ataxia 7	Disease	MONDO	Spinocerebellar ataxia autosomal recessive 7, also called SCAR7, is a slowly progressive hereditary form of spinocerebellar ataxia. Symptoms of SCAR7 can include difficulty walking and writing, speech difficulties (dysarthria), limb ataxia, and a decrease in the size of a region of the brain called the cerebellum (cerebellar atrophy). Of the few reported cases in the literature, some patients also had eye involvement that included nystagmus (in voluntary eye movements)and saccadic pursuit eye movements. Out of 5 affected siblings examined in a large Dutch family, 2 became wheelchair-dependent late in life. The severity of the symptoms varies from mild to severe. SCAR7 is caused by mutations in the TPP1 gene and is inherited in an autosomal recessive manner. [https://rarediseases.info.nih.gov/diseases/12232/spinocerebellar-ataxia-autosomal-recessive-7]	childhood onset autosomal recessive slowly progressive spinocerebellar ataxia|spinocerebellar ataxia, autosomal recessive 7|spinocerebellar ataxia, autosomal recessive type 7|SCAR7|childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia|spinocerebellar ataxia autosomal recessive 7|autosomal recessive spinocerebellar ataxia type 7			Orphanet:284324|GARD:0012232|OMIM:609270|MESH:C563753|ORDO:284324|UMLS:C1836474|DOID:0080059	MONDO:0012235
MONDO:0004033	obsolete familial ovarian carcinoma	Disease	MONDO					DOID:6901|UMLS:C1333992	MONDO:0004033
MONDO:0014614	congenital stationary night blindness 1G	Disease	MONDO	A congenital stationary night blindness characterized by autosomal recessive inheritance that has material basis in homozygous mutation in the GNAT1 gene on chromosome 3p21. [DOID:0110714, PMID:22190596]	night blindness, congenital stationary, type 1G|congenital stationary night blindness type 1G|CSNB1G			OMIM:616389|UMLS:C4225345|DOID:0110714	MONDO:0014614
MONDO:0009098	dextrocardia with unusual facies and microphthalmia	Disease	MONDO		dextrocardia, microphthalmia, cleft palate, choreoathetosis and mental retardation|dextrocardia, microphthalmia, cleft palate, choreoathetosis and intellectual disability|Aughton syndrome|dextrocardia with unusual facies and microphthalmia			UMLS:C1857298|MESH:C538269|OMIM:221950|GARD:0000136	MONDO:0009098
MONDO:0005879	ocular toxoplasmosis	Disease	MONDO	Ocular toxoplasmosis is an infection in the eye caused by the parasite, Toxoplasm a gondii. Toxoplasmosis is the most common cause of eye inflammation in the world. Toxoplamosis can beacquired or present at birth (congenital), having crossed the placenta from a newly infected mother to her fetus. Most humans acquire toxoplasmosis by eating raw or undercooked meat, vegetables or milk products, or by coming into contact with infected cat litterbox or sandboxes.In humans,the infectionusually causes no symptoms, and resolves without treatment in a few months. In individuals with compromised immune systems, Toxoplasm a gondii can reactivate to cause disease. Reactivation of a congenital infection was traditionally thought to be the most common cause ofocular toxoplasmosis, but an acquired infection is now considered to be more common. A toxoplasmosis infection that affects the eye usually attacks the retina andinitially resolves without symptoms. However,the inactive parasite maylaterreactivate causing eyepain, blurred vision, and possibly permanent damage, including blindness. Although most cases of toxoplasmosis resolve on their own,for some,inflammation can be treated with antibiotics and steroids. [https://rarediseases.info.nih.gov/diseases/7238/ocular-toxoplasmosis]				EFO:0007399|GARD:0007238|SCTID:416481006|ICD-9:130.7|MESH:D014126|ICD9:130.7|UMLS:C0040561	MONDO:0005879
MONDO:0013140	candidiasis, familial, 4	Disease	MONDO	Any familial chronic mucocutaneous candidiasis in which the cause of the disease is a mutation in the CLEC7A gene. [MONDO:patterns/disease_series_by_gene]	CLEC7A familial chronic mucocutaneous candidiasis|familial chronic mucocutaneous candidiasis caused by mutation in CLEC7A|candidiasis, familial chronic mucocutaneous|candidiasis, familial, 4|CANDF4|candidiasis, familial, type 4|candidiasis, familial, 4, autosomal recessive			OMIM:613108|UMLS:C0341024|SCTID:235073000	MONDO:0013140
MONDO:0024481	skin appendage disorder	Disease	MONDO	A disease that involves the cutaneous appendage. [MONDO:patterns/location]	disorder of cutaneous appendage|disease of cutaneous appendage|disorder of skin appendage|disease of epidermal appendages|cutaneous appendage disease or disorder|disease of epidermal appendage|cutaneous appendage disease|disease or disorder of cutaneous appendage			UMLS:C0037272|ICD10CM:L60-L75|SCTID:238714008	MONDO:0024481
MONDO:0024651	corticosteroid-induced osteoporosis	Disease	MONDO		osteoporosis due to corticosteroid|osteoporosis caused by corticosteroid			ICD-9:733.09|SCTID:390833005|UMLS:C1272167|ICD9:733.09	MONDO:0024651
MONDO:0014070	oculocutaneous albinism type 7	Disease	MONDO	Oculocutaneous albinism type 7 (OCA7), formerly called OCA5, is a form of oculocutaneous albinism (OCA) characterized by skin and hair hypopigmentation, nystagmus and iris transillumination. [Orphanet:352745]	OCA7|oculocutaneous albinism caused by mutation in LRMDA|oculocutaneous albinism type VII|albinism, oculocutaneous, type 7|albinism, oculocutaneous, type VII|LRMDA oculocutaneous albinism			OMIM:615179|ORDO:352745|Orphanet:352745|SCTID:722059002|UMLS:C3808786|UMLS:CN204524|DOID:0070100	MONDO:0014070
MONDO:0014240	periventricular nodular heterotopia 6	Disease	MONDO	Any periventricular nodular heterotopia in which the cause of the disease is a mutation in the ERMARD gene. [MONDO:patterns/disease_series_by_gene]	periventricular nodular heterotopia caused by mutation in ERMARD|ERMARD periventricular nodular heterotopia|PVNH6|periventricular nodular heterotopia 6|periventricular nodular heterotopia type 6			OMIM:615544|UMLS:C3809872	MONDO:0014240
MONDO:0006979	steatitis	Disease	MONDO	A disease of cats and mink characterized by a marked inflammation of adipose tissue and the deposition of 'ceroid' pigment in the interstices of the adipose cells. It is believed to be caused by feeding diets containing too much unsaturated fatty acid and too little vitamin E. (Merck Veterinary Manual, 5th ed; Stedman, 25th ed) [MESH:D013231]	Nutritional Panniculitis|Yellow fat disease|Nutritional Steatitis			UMLS:C0038235|EFO:1001191|DOID:4025|SCTID:33882007|MESH:D013231	MONDO:0006979
MONDO:0010205	obsolete Wolman disease with hypolipoproteinemia and acanthocytosis	Disease	MONDO					UMLS:C1848436|OMIM:278100|MESH:C564736	MONDO:0010205
MONDO:0010035	Smith-Lemli-Opitz syndrome	Disease	MONDO	Smith-Lemli-Opitz syndrome (SLOS) is characterized by multiple congenital anomalies, intellectual deficit, and behavioral problems. [Orphanet:818]	RSH syndrome|polydactyly, sex reversal, renal hypoplasia, and unilobular lung|polydactyly, sex reversal, renal hypoplasia, and unilobar lung|7-dehydrocholesterol reductase deficiency|Rutledge lethal multiple congenital anomaly syndrome|Smith-Opitz-inborn syndrome|Smith Lemli Opitz syndrome|lethal acrodysgenital syndrome|Smith-Lemli-Opitz syndrome|SLOS|SLO syndrome			ORDO:818|MESH:D019082|GARD:0005683|SCTID:43929004|ICD10CM:E78.72|ICD9:759.89|NCIT:C85071|Orphanet:818|ICD-9:759.89|DOID:14692|UMLS:C0175694|OMIM:270400	MONDO:0010035
MONDO:0019313	lymphatic malformation	Disease	MONDO	Primary lymphedema is caused by anatomic or functional defects in the lymphatic system, resulting in chronic swelling of body parts and lymphatic-system malformation. [PMID:22831870]	hereditary lymphedema|lymphedema, hereditary			ICD-9:757.0|GARD:0007220|ICD10CM:Q82.0|DOID:0050580|ICD9:757.0|SCTID:254199006|OMIMPS:153100	MONDO:0019313
MONDO:0005814	intestinal cancer	Disease	MONDO	A malignant neoplasm involving the intestine [https://orcid.org/0000-0002-6601-2165]	intestinal cancer|malignant intestinal tumors|bowel cancer|malignant intestinal tumor|cancer of the intestine|malignant intestine tumor|cancer of intestine|malignant intestine neoplasm|intestinal tumors, malignant|malignant tumor of the intestine|malignant neoplasm of the intestine|malignant neoplasm of intestine|intestinal neoplasms, malignant|malignant intestinal neoplasm|malignant tumor of intestine|intestine cancer|malignant intestinal neoplasms			MESH:D007414|ICD-9:159.0|NCIT:C4572|UMLS:C0346627|DOID:10155|SCTID:363508008|ICD9:159.0|EFO:0007330	MONDO:0005814
MONDO:0009763	obesity-hypoventilation syndrome	Disease	MONDO	Hypoventilation syndrome in very obese persons with excessive adipose tissue around the abdomen and diaphragm is characterized by diminished to absent ventilatory chemoresponsiveness; chronic hypoxia; hypercapnia; polycythemia; and long periods of sleep during day and night (hypersomnolence). It is a condition often related to obstructive sleep apnea but can occur separately. [MESH:D010845]	Pickwickian syndrome|obesity-hypoventilation syndrome			ICD-9:786.09|MESH:D010845|UMLS:C0031880|SCTID:190966007|OMIM:257500|ICD9:786.09	MONDO:0009763
MONDO:0009593	spondylometaphyseal dysplasia, Sedaghatian type	Disease	MONDO	Spondylometaphyseal dysplasia (SEMD), Sedaghatian type is a neonatal lethal form of spondylometaphyseal dysplasia characterized by severe metaphyseal chondrodysplasia, mild rhizomelic shortness of the upper limbs, and mild platyspondyly. [Orphanet:93317]	Sedaghatian chondrodysplasia|lethal metaphyseal dysplasia|metaphyseal chondrodysplasia, congenital lethal|SMDS|spondylometaphyseal dysplasia Sedaghatian type|spondylometaphyseal dysplasia, Sedaghatian type			GARD:0004993|UMLS:C1855229|Orphanet:93317|ORDO:93317|DOID:0112298|MESH:C535798|OMIM:250220	MONDO:0009593
MONDO:0015721	mild hemophilia A	Disease	MONDO	Mild hemophilia A is a form of hemophilia A characterized by a small deficiency of factor VIII leading to abnormal bleeding as a result of minor injuries, or following surgery or tooth extraction. [Orphanet:169808]	mild factor VIII deficiency|mild hemophilia type A			UMLS:C0272324|SCTID:26029002|Orphanet:169808|ORDO:169808	MONDO:0015721
MONDO:0043555	infantile diarrhea	Disease	MONDO	Diarrhea occurring in infants from newborn to 24-months old. [MESH:D003968]	Diarrheas, infantile|infantile Diarrheas|diarrheal disease of infancy|infantile diarrheal disease|infantile diarrhea|infantile onset diarrheal disease|toddler diarrhea			MESH:D003968|UMLS:C0473132|SCTID:39963006	MONDO:0043555
MONDO:0016821	shoulder and girdle defects-familial intellectual disability syndrome	Disease	MONDO		shoulder girdle defect mental retardation familial|shoulder girdle defect intellectual disability familial			UMLS:CN227007|Orphanet:2580|ORDO:2580|GARD:0004860	MONDO:0016821
MONDO:0044655	c12orf65-related combined oxidative phosphorylation defect	Disease	MONDO		C12ORF65-related COXPD			Orphanet:497623|ORDO:497623	MONDO:0044655
MONDO:0019187	Axenfeld-Rieger syndrome	Disease	MONDO	Axenfeld-Rieger syndrome (ARS) is a generic term used to designate overlapping genetic disorders, in which the major physical condition is anterior segment dysgenesis of the eye. Patients with ARS may also present with multiple variable congenital anomalies. [Orphanet:782]	Rieger syndrome|RGS - Rieger syndrome|Axenfeld syndrome|anomaly, Rieger's|iridogoniodysgenesis with somatic anomalies|Axenfeldt-Rieger syndrome|Rieger's anomaly|Hagedoom syndrome|goniodysgenesis hypodontia			SCTID:47507006|Orphanet:782|UMLS:CN776842|OMIMPS:180500|GARD:0005701|ORDO:782|UMLS:C3495488|ICD9:743.44|MESH:C535679|DOID:14686|NCIT:C131001|MedDRA:10059255|ICD-9:743.44	MONDO:0019187
MONDO:0019357	congenital narrowing of cervical spinal canal	Disease	MONDO	Congenital cervical spinal stenosis is a rare neurological disease characterized by a congenital narrowing of the bony anatomy of the cervical spinal canal (saggital diameter <14mm), predisposing the individual to symptomatic neural compression, such as cramps, paresthesias, pain, muscle hypertonia and weakness, myelopathy and sphincter disturbances. [Orphanet:831]	congenital stenosis of the cervical spine|congenital cervical spinal stenosis			Orphanet:831|ORDO:831	MONDO:0019357
MONDO:0054862	premature ovarian failure 15	Disease	MONDO		POF15|premature ovarian failure 15			DOID:0080872|OMIM:618096	MONDO:0054862
MONDO:0016695	oligodendroglioma	Disease	MONDO	A well-differentiated (WHO grade II), diffusely infiltrating neuroglial tumor, typically located in the cerebral hemispheres. It is composed predominantly of cells which morphologically resemble oligodendroglia. The neoplastic cells have rounded homogeneous nuclei and, on paraffin sections, a swollen, clear cytoplasm ('honeycomb' appearance). (Adapted from WHO) [NCIT:C3288]	oligodendroglial tumor|WHO grade II oligodendroglial neoplasm|oligodendroglial neoplasm|WHO grade II oligodendroglial tumor|well differentiated oligodendroglioma|oligodendroglioma|well differentiated oligodendroglial tumor			NCIT:C3288|DOID:3181|ORDO:251627|GARD:0009953|Orphanet:251627|MESH:D009837|MedDRA:10030286|ICDO:9450/3|ONCOTREE:ODG	MONDO:0016695
MONDO:0001553	phacolytic glaucoma	Disease	MONDO	An abnormal condition characterized by an acute autoimmune reaction of the eye. It is caused by hypersensitivity of the eye to the protein of the crystalline lens and commonly follows trauma to the crystalline lens or cataract surgery. Associated symptoms include swelling and inflammation of the eye, severe pain, and blurred vision. The substance of the lens is invaded by polymorphonuclear cells and mononuclear phagocytes. Accurate diagnosis must differentiate between this condition and infectious endophthalmitis. Therapy is supportive and commonly includes the administration of corticosteroids and atropine. Refractory cases may require surgical removal of the lens. [https://medical-dictionary.thefreedictionary.com/phacolytic+glaucoma]				ICD9:365.51|ICD-9:365.51|UMLS:C0152137|DOID:12570|SCTID:32893002	MONDO:0001553
MONDO:0008306	ABri amyloidosis	Disease	MONDO	A cerebral amyloid angiopathy characterized by onset in the 4th to 6th decade of life, progressive mental deterioration, spasticity, muscular rigidity but no tremors, spontaneous movements or sensory changes that has material basis in an autosomal dominant mutation of ITM2B on chromosome 13q14.2. [DOID:0070029]	ABri amyloidosis|familial dementia, British type|dementia familial British|Bri amyloidosis|familial British dementia|cerebral amyloid angiopathy, ITM2B-RELATED, 1|dementia, familial British|ITM2B-related cerebral amyloid angiopathy 1|presenile dementia with spastic ataxia|cerebral amyloid angiopathy, ITM2B-related, type 1|cerebral amyloid angiopathy, British type|FBD			Orphanet:97345|MESH:C538208|UMLS:C1867773|ICD10EXP:I68.0*|GARD:0008344|OMIM:176500|ICD10EXP:E85.4+|ORDO:97345|DOID:0070029	MONDO:0008306
MONDO:0016865	Kleefstra syndrome due to a point mutation	Disease	MONDO					ORDO:261652|UMLS:CN202210|Orphanet:261652	MONDO:0016865
MONDO:0017795	ameloblastoma	Disease	MONDO	The most common odontogenic tumor, arising from the epithelial component of the embryonic tooth and usually affecting the molar-ramus region of the mandible or maxilla. Although most ameloblastomas are morphologically and clinically benign, they may cause extensive local destruction, recur, or metastasize. [NCIT:C4313]	adenomatoid odontogenic tumor|ameloblastoma|aot|Adenoameloblastoma|ameloblastoma of jaw|adamantinoma			NCIT:C4313|MedDRA:10066796|ICDO:9310/0|UMLS:C0002448|GARD:0005747|DOID:0050894|ORDO:314419|SCTID:285311001|Orphanet:314419|MESH:D000564|UMLS:C0563212	MONDO:0017795
MONDO:0017965	obsolete syndrome with 46,XX disorder of sex development	Disease	MONDO		syndrome with 46,XX DSD			UMLS:CN204115|Orphanet:325109	MONDO:0017965
MONDO:0002653	Paget disease of the penis	Disease	MONDO	A premalignant condition morphologically characterised by the presence of the characteristic Paget cells in the intraepithelial tissue of the penis. It presents as a smooth raised reddish area that may or may not be painful. -- 2003 [NCIT:C27817]	adenocarcinoma of penis|Paget's disease of the penis|penis mammary Paget's disease|Paget's disease of penis|adenocarcinoma of the penis|penis adenocarcinoma|penis Paget disease|penile adenocarcinoma|Paget disease of the penis|penis Paget's disease			UMLS:C0221286|Orphanet:398053|DOID:3448|ORDO:398053|SCTID:398768004|NCIT:C27817	MONDO:0002653
MONDO:0009406	hypertrichotic osteochondrodysplasia Cantu type	Disease	MONDO	Cantu syndrome is a rare disorder characterized by congenital hypertrichosis, osteochondrodysplasia, cardiomegaly, and dysmorphism. [Orphanet:1517]	Craniofaciocardioskeletal syndrome|hypertrichotic osteochondrodysplasia, Cantu type|hypertrichotic osteochondrodysplasia (Cantu syndrome)|hypertrichotic osteochondrodysplasia|Cantu syndrome			MESH:C535572|UMLS:C0795905|DOID:0060569|ORDO:1517|GARD:0008585|Orphanet:1517|OMIM:239850|SCTID:239087008	MONDO:0009406
MONDO:0018213	hereditary sensory and autonomic neuropathy type 1	Disease	MONDO	Hereditary sensory neuropathy type I (HSN I) is a slowly progressive neurological disorder characterised by prominent predominantly distal sensory loss, autonomic disturbances, autosomal dominant inheritance, and juvenile or adulthood disease onset. [Orphanet:36386]	hereditary sensory neuropathy type 1|HSN1|hereditary sensory and autonomic neuropathy type I|HSAN 1|HSAN1|neuropathy hereditary sensory and autonomic type 1|neuropathy hereditary sensory radicular, autosomal dominant			Orphanet:36386|GARD:0006635|SCTID:397734008|GARD:6635|ORDO:36386|PMID:18348718|DOID:0070162	MONDO:0018213
MONDO:0024480	dermatosis of eyelid	Disease	MONDO		dermatosis of eyelid			UMLS:C1274150|SCTID:402700001	MONDO:0024480
MONDO:0020445	agenesis of the superior vena cava	Disease	MONDO	Agenesis of the superior vena cava (SVC) is a rare congenital anomaly of the great veins characterized by unilateral or bilateral complete absence of the SVC. Unilateral agenesis is mainly asymptomatic (most of the time diagnosed incidentally) and patients usually have otherwise normal heart structure. Bilateral agenesis, however, is frequently associated with other congenital cardiac anomalies and/or conduction abnormalities (such as tetralogy of Fallot, atrial septal defect) and typically present symptoms of SVC syndrome. [Orphanet:99114]	absence of the superior caval vein|absence of the superior vena cava|agenesis of the SVC|absence of the SVC|agenesis of the superior caval vein			SCTID:204464007|ICD-9:747.49|Orphanet:99114|ORDO:99114|ICD9:747.49	MONDO:0020445
MONDO:0016005	indomethacin embryofetopathy	Disease	MONDO	Indomethacin embryofetopathy refers to the manifestations that may be observed in a fetus or newborn when the mother has taken indomethacin, a potent prostaglandin inhibitor and tocolytic agent that can cross placenta, during pregnancy. Reported adverse fetal/neonatal effects include decreased renal function resulting in oligohydramnios, closure of the ductus arteriosus, and delayed cardiovascular adaptation at birth. These effects are usually transient and reversible. Indomethacin may also be a risk factor for cerebral injury (periventricular leukomalacia) and necrotizing enterocolitisin preterm infants. [Orphanet:1909]	fetal indomethacin syndrome|antenatal indomethacin exposure			SCTID:715430001|GARD:0002994|UMLS:C4275138|ORDO:1909|Orphanet:1909|UMLS:CN200656	MONDO:0016005
MONDO:0014487	congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome	Disease	MONDO	Congenital sideroblastic anemia -B cell immunodeficiency- periodic fever-developmental delay syndrome is a form of constitutional sideroblastic anemia, characterized by severe microcytic anemia, B-cell lymphopenia, panhypogammaglobulinemia and variable neurodegeneration. The disease presents in infancy with recurrent febrile illnesses, gastrointestinal disturbances, developmental delay, seizures, ataxia and sensorineural deafness. Most patients require regular blood transfusion, iron chelation, and intravenous immunoglobulin (IVIG) replacement. Stem cell transplantation has been reported to be successful. [Orphanet:369861]	SIFD syndrome|SIFD|sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay			ORDO:369861|UMLS:C4015172|OMIM:616084|DOID:0080209|Orphanet:369861	MONDO:0014487
MONDO:0017105	glioependymal/ependymal cyst	Disease	MONDO	Glioependymal/ependymal cyst is a rare central nervous system malformation defined as a subarachnoid, supratentorial, interventricular or intraspinal, sometimes intracerebral or intramedullar cyst with an internal ependymal lining, possibly surrounded by glial tissue. It may be an incidental finding or may present at different ages with clinical features depending on its size and location. It may distort adjacent brain structures and cause macrocephaly, ventriculomegaly, hydrocephalus, focal neurological signs and other signs and symptoms. In some cases, it is associated with other cerebral malformations (e.g. corpus callosum agenesis, polymicrogyria, heterotopias). [Orphanet:269197]				Orphanet:269197|ORDO:269197	MONDO:0017105
MONDO:0030856	developmental and epileptic encephalopathy 89	Disease	MONDO		developmental and epileptic encephalopathy 89|DEE89			DOID:0112223|OMIM:619124	MONDO:0030856
MONDO:0006658	arteriolosclerosis	Disease	MONDO	The thickening of the wall of the small arteries and arterioles. It is caused by deposition of hyaline material in the wall or concentric smooth muscle wall hypertrophy. It results in lumen narrowing and tissue ischemia. [NCIT:P378]	arteriolosclerosis (morphologic abnormality)			DOID:5162|NCIT:C35543|UMLS:C0878486|MESH:D050379|EFO:1000819|ICD10CM:I70	MONDO:0006658
MONDO:0006828	nasal cavity and paranasal sinus lethal midline granuloma	Disease	MONDO	An aggressive, progressive, and destructive lesion affecting the nasal cavities, paranasal sinuses, and the palate. The vast majority of cases are malignant lymphoproliferations affecting the midline of the face in patients with nasal type extranodal NK/T-cell lymphoma. [NCIT:C8196]	nasal cavity and paranasal sinus lethal Midline granuloma|lethal midline granuloma|malignant granuloma of face|Midline lethal granuloma of nasal cavity and paranasal sinus|midfacial Necrotising lesion|Midline lethal granuloma of the nasal cavity and paranasal sinus			ICD-9:446.3|MedDRA:10024255|DOID:9072|MESH:D006103|EFO:1001013|ICD9:446.3|NCIT:C8196	MONDO:0006828
MONDO:0018010	juvenile idiopathic inflammatory myopathy	Disease	MONDO		JIIM			Orphanet:329888|ORDO:329888	MONDO:0018010
MONDO:0007758	epidermolytic palmoplantar keratoderma	Disease	MONDO	A genetic skin disorder caused by mutations in the KRT9 gene. It is characterized by hyperkeratosis in the palms and soles resulting in abnormal thickening of the skin in these areas. [NCIT:C84693]	hyperkeratosis, localized epidermolytic|diffuse erythrodermic palmoplantar keratoderma, VC6rner type|epidermolytic palmoplantar keratoderma of VC6rner|diffuse erythrodermic palmoplantar keratoderma, Voerner type|Ppke|hyperkeratosis palmoplantar localized epidermolytic|EPPK|keratosis of Greither|palmoplantar keratoderma, epidermolytic, with knuckle pads|keratoderma, epidermolytic palmoplantar|palmoplantar keratoderma, Vorner type|keratosis palmaris Et plantaris Familiaris|epidermolytic palmoplantar keratoderma of Vörner|palmoplantar keratoderma, epidermolytic|epidermolytic palmoplantar keratoderma of Voerner|diffuse erythrodermic palmoplantar keratoderma, Vörner type|tylosis			GARD:0002826|UMLS:C1721006|OMIM:144200|SCTID:399955009|ORDO:2199|DOID:0080223|Orphanet:2199|ICD-9:757.39|ICD9:757.39|NCIT:C84693	MONDO:0007758
